"F_LEAN_TIP","TEVEKENYSEG","F_OKA","MEDIAN","TEV_DB","KEZELT_DB","BAZIS","SULY"
"IL","Stornó Élet","Kapcsolódó",10.5833333333333,5,5,4.46666666666667,2.36940298507463
"IL","Stornó Élet","Kritikus",3.45,165,89,4.46666666666667,0.772388059701493
"IL","Stornó Élet","Normál",3.31666666666667,415,218,4.46666666666667,0.742537313432836
"IL","Stornó Élet","Szakmai guru",4.61666666666667,13,10,4.46666666666667,1.03358208955224
"IL","Stornó Élet","Ébredés",3.8,70,38,4.46666666666667,0.850746268656716
"IL","Stornó Élet","Egyéb",4.54166666666667,262,204,4.46666666666667,1.01679104477612
"IL","Szerzõdésmódosítás UB","KIVKEZ",3.66666666666667,3,1,4.46666666666667,0.82089552238806
"IL","Szerzõdésmódosítás UB","Kapcsolódó",2.06666666666667,2,2,4.46666666666667,0.462686567164179
"IL","Szerzõdésmódosítás UB","Kritikus",4.31666666666667,1,1,4.46666666666667,0.966417910447761
"IL","Szerzõdésmódosítás UB","Normál",3.98333333333333,1241,1028,4.46666666666667,0.891791044776119
"IL","Szerzõdésmódosítás UB","Ébredés",4.64166666666667,78,53,4.46666666666667,1.03917910447761
"IL","Szerzõdésmódosítás UB","Egyéb",0.225,62,62,4.46666666666667,0.0503731343283582
"IL","Számviteli bizonylat kiállítás","Gyerektev. Zárult",0.316666666666667,259,248,4.46666666666667,0.0708955223880597
"IL","Számviteli bizonylat kiállítás","KIVKEZ",3.875,4,2,4.46666666666667,0.867537313432836
"IL","Számviteli bizonylat kiállítás","Kapcsolódó",8.20833333333333,6,6,4.46666666666667,1.83768656716418
"IL","Számviteli bizonylat kiállítás","Kritikus",0.366666666666667,25,20,4.46666666666667,0.082089552238806
"IL","Számviteli bizonylat kiállítás","Normál",2.16666666666667,2611,1365,4.46666666666667,0.485074626865672
"IL","Számviteli bizonylat kiállítás","Szakmai guru",4.21666666666667,1,1,4.46666666666667,0.944029850746269
"IL","Számviteli bizonylat kiállítás","Ébredés",3.46666666666667,103,66,4.46666666666667,0.776119402985075
"IL","Számviteli bizonylat kiállítás","Egyéb",2.43333333333333,19,19,4.46666666666667,0.544776119402985
"IL","Számviteli bizonylat stornó","Gyerektev. Zárult",0.266666666666667,1,1,4.46666666666667,0.0597014925373134
"IL","Számviteli bizonylat stornó","Normál",2.5,16,10,4.46666666666667,0.559701492537313
"IL","Számviteli bizonylat stornó","Egyéb",0.416666666666667,1,1,4.46666666666667,0.0932835820895522
"IL","Számviteli bizonylat tájékoztatás","Gyerektev. Zárult",4.3,1,1,4.46666666666667,0.962686567164179
"IL","Számviteli bizonylat tájékoztatás","Normál",0.95,31,24,4.46666666666667,0.212686567164179
"IL","Szárazvér eredmény","Gyerektev. Zárult",1.2,1,1,4.46666666666667,0.26865671641791
"IL","Szárazvér eredmény","Kapcsolódó",8.76666666666667,5,3,4.46666666666667,1.96268656716418
"IL","Szárazvér eredmény","Kritikus",1.53333333333333,4,3,4.46666666666667,0.343283582089552
"IL","Szárazvér eredmény","Normál",1.76666666666667,9,4,4.46666666666667,0.395522388059701
"IL","Szárazvér eredmény","Ébredés",1.15,15,9,4.46666666666667,0.257462686567164
"IL","Szárazvér eredmény","Egyéb",0.05,684,672,4.46666666666667,0.0111940298507463
"IL","Továbbítandó kárbejelentés UB","Gyerektev. Zárult",1.35,1,1,4.46666666666667,0.302238805970149
"IL","Továbbítandó kárbejelentés UB","Kapcsolódó",0.766666666666667,1,1,4.46666666666667,0.171641791044776
"IL","Továbbítandó kárbejelentés UB","Kritikus",3.01666666666667,3,3,4.46666666666667,0.675373134328358
"IL","Továbbítandó kárbejelentés UB","Normál",1.90833333333333,154,140,4.46666666666667,0.427238805970149
"IL","Továbbítandó kárbejelentés UB","Ébredés",2.95833333333333,2,2,4.46666666666667,0.662313432835821
"IL","Továbbítandó kárbejelentés UB","Egyéb",1.01666666666667,3,3,4.46666666666667,0.227611940298507
"IL","Tévesen kifizetett díjak követelése","Gyerektev. Zárult",1.33333333333333,20,7,4.46666666666667,0.298507462686567
"IL","Tévesen kifizetett díjak követelése","Kapcsolódó",6.5,1,1,4.46666666666667,1.45522388059701
"IL","Tévesen kifizetett díjak követelése","Kritikus",4.4,5,4,4.46666666666667,0.985074626865672
"IL","Tévesen kifizetett díjak követelése","Normál",4.3,51,34,4.46666666666667,0.962686567164179
"IL","Tévesen kifizetett díjak követelése","Ébredés",0.975,12,8,4.46666666666667,0.218283582089552
"IL","Tévesen kifizetett díjak követelése","Egyéb",0.566666666666667,7,5,4.46666666666667,0.126865671641791
"IL","Törlés","Gyerektev. Zárult",5.26666666666667,8,8,4.46666666666667,1.17910447761194
"IL","Törlés","Kapcsolódó",3.8,3,2,4.46666666666667,0.850746268656716
"IL","Törlés","Kritikus",2.45,45,25,4.46666666666667,0.548507462686567
"IL","Törlés","Normál",2.55833333333333,316,216,4.46666666666667,0.572761194029851
"IL","Törlés","Szakmai guru",4.24166666666667,6,5,4.46666666666667,0.949626865671642
"IL","Törlés","Ébredés",1.8,61,35,4.46666666666667,0.402985074626866
"IL","Törlés","Egyéb",0.741666666666667,70,64,4.46666666666667,0.166044776119403
"IL","Törlés UB","Gyerektev. Zárult",4.86666666666667,1,1,4.46666666666667,1.08955223880597
"IL","Törlés UB","Kritikus",0.7,2,2,4.46666666666667,0.156716417910448
"IL","Törlés UB","Normál",3.04166666666667,298,245,4.46666666666667,0.680970149253731
"IL","Törlés UB","Ébredés",1.60833333333333,64,30,4.46666666666667,0.360074626865672
"IL","Törlés UB","Egyéb",1.45,133,133,4.46666666666667,0.324626865671642
"IL","Utólagos kockázatelbírálás","Gyerektev. Zárult",1.1,49,36,4.46666666666667,0.246268656716418
"IL","Utólagos kockázatelbírálás","KIVKEZ",0.933333333333333,3,1,4.46666666666667,0.208955223880597
"IL","Utólagos kockázatelbírálás","Kapcsolódó",1.26666666666667,18,10,4.46666666666667,0.283582089552239
"IL","Utólagos kockázatelbírálás","Kritikus",3.96666666666667,27,14,4.46666666666667,0.888059701492537
"IL","Utólagos kockázatelbírálás","Normál",2.7,471,200,4.46666666666667,0.604477611940298
"IL","Utólagos kockázatelbírálás","Szakmai guru",5.40833333333333,6,6,4.46666666666667,1.21082089552239
"IL","Utólagos kockázatelbírálás","Ébredés",1.88333333333333,49,29,4.46666666666667,0.421641791044776
"IL","Utólagos kockázatelbírálás","Egyéb",6.8,50,36,4.46666666666667,1.52238805970149
"IL","Vezetõi kiemelt ügyintézés","Normál",2.35833333333333,2,1,4.46666666666667,0.527985074626866
"IL","Visszaérkezett kötvény kivizsgálás","Kritikus",2.95,17,16,4.46666666666667,0.66044776119403
"IL","Visszaérkezett kötvény kivizsgálás","Normál",1.88333333333333,25,23,4.46666666666667,0.421641791044776
"IL","Visszaérkezett kötvény kivizsgálás","Ébredés",1.25,1,1,4.46666666666667,0.279850746268657
"IL","Visszaérkezett kötvény kivizsgálás","Egyéb",0.3,649,641,4.46666666666667,0.0671641791044776
"IL","afc_Feldolgozandó","Gyerektev. Zárult",4,35,35,4.46666666666667,0.895522388059702
"IL","afc_Feldolgozandó","Kapcsolódó",4.8,8,8,4.46666666666667,1.07462686567164
"IL","afc_Feldolgozandó","Kritikus",4.96666666666667,149,125,4.46666666666667,1.11194029850746
"IL","afc_Feldolgozandó","Normál",2.91666666666667,773,632,4.46666666666667,0.652985074626866
"IL","afc_Feldolgozandó","Reponálás",2.625,2,2,4.46666666666667,0.587686567164179
"IL","afc_Feldolgozandó","Szakmai guru",6.61666666666667,10,9,4.46666666666667,1.48134328358209
"IL","afc_Feldolgozandó","Ébredés",4.05,58,29,4.46666666666667,0.906716417910448
"IL","afc_Feldolgozandó","Egyéb",0.216666666666667,1814,1798,4.46666666666667,0.0485074626865672
"IL","Át nem vett kötvény rögzítés UB","Kapcsolódó",1.03333333333333,1,1,4.46666666666667,0.23134328358209
"IL","Át nem vett kötvény rögzítés UB","Normál",13.3583333333333,30,26,4.46666666666667,2.99067164179104
"IL","Át nem vett kötvény rögzítés UB","Egyéb",0.0666666666666667,1,1,4.46666666666667,0.0149253731343284
"IL","Átdolgozás elõkészítés","Gyerektev. Zárult",5.31666666666667,14,14,4.46666666666667,1.19029850746269
"IL","Átdolgozás elõkészítés","KIVKEZ",11.8916666666667,2,2,4.46666666666667,2.66231343283582
"IL","Átdolgozás elõkészítés","Kapcsolódó",5.38333333333333,1,1,4.46666666666667,1.20522388059702
"IL","Átdolgozás elõkészítés","Kritikus",10.7,5,5,4.46666666666667,2.3955223880597
"IL","Átdolgozás elõkészítés","Normál",3.21666666666667,2564,2480,4.46666666666667,0.720149253731343
"IL","Átdolgozás elõkészítés","Szakmai guru",9.58333333333333,1,1,4.46666666666667,2.1455223880597
"IL","Átdolgozás elõkészítés","Ébredés",8.13333333333333,7,7,4.46666666666667,1.82089552238806
"IL","Átdolgozás elõkészítés","Egyéb",0.983333333333333,9,9,4.46666666666667,0.220149253731343
"IL","Érvénytelenítés","Gyerektev. Zárult",23.4666666666667,3,3,4.46666666666667,5.25373134328358
"IL","Érvénytelenítés","Kapcsolódó",7.90833333333333,4,4,4.46666666666667,1.7705223880597
"IL","Érvénytelenítés","Kritikus",7.4,3,2,4.46666666666667,1.65671641791045
"IL","Érvénytelenítés","Normál",5.06666666666667,16,12,4.46666666666667,1.13432835820896
"IL","Érvénytelenítés","Szakmai guru",6.33333333333333,1,1,4.46666666666667,1.41791044776119
"IL","Érvénytelenítés","Ébredés",9.64166666666667,8,5,4.46666666666667,2.15858208955224
"IL","Érvénytelenítés","Egyéb",0.116666666666667,1,1,4.46666666666667,0.0261194029850746
"IL","Ügyfél egészségi nyilatkozat","Gyerektev. Zárult",4.04166666666667,2,1,4.46666666666667,0.904850746268657
"IL","Ügyfél egészségi nyilatkozat","KIVKEZ",2.3,1,1,4.46666666666667,0.514925373134328
"IL","Ügyfél egészségi nyilatkozat","Kapcsolódó",0.05,1,1,4.46666666666667,0.0111940298507463
"IL","Ügyfél egészségi nyilatkozat","Normál",1.05,376,302,4.46666666666667,0.235074626865672
"IL","Ügyfél egészségi nyilatkozat","Szakmai guru",4.36666666666667,3,3,4.46666666666667,0.977611940298507
"IL","Ügyfél egészségi nyilatkozat","Ébredés",3.81666666666667,2,2,4.46666666666667,0.854477611940298
"IL","Ügyfél egészségi nyilatkozat","Egyéb",0.116666666666667,2,2,4.46666666666667,0.0261194029850746
"IL","Üzleti PKR üzenet","Gyerektev. Zárult",3.14166666666667,20,17,4.46666666666667,0.703358208955224
"IL","Üzleti PKR üzenet","KIVKEZ",3.75,171,146,4.46666666666667,0.83955223880597
"IL","Üzleti PKR üzenet","Kapcsolódó",5.6,31,24,4.46666666666667,1.25373134328358
"IL","Üzleti PKR üzenet","Kritikus",3.76666666666667,27,24,4.46666666666667,0.843283582089552
"IL","Üzleti PKR üzenet","Normál",4.39166666666667,1672,1500,4.46666666666667,0.983208955223881
"IL","Üzleti PKR üzenet","Szakmai guru",9.3,2,2,4.46666666666667,2.08208955223881
"IL","Üzleti PKR üzenet","Ébredés",2.99166666666667,282,209,4.46666666666667,0.669776119402985
"IL","Üzleti PKR üzenet","Egyéb",3.6,335,330,4.46666666666667,0.805970149253731
"IL","Üzleti e-mail","Gyerektev. Zárult",8.1,7,6,4.46666666666667,1.8134328358209
"IL","Üzleti e-mail","Kapcsolódó",7.69166666666667,4,3,4.46666666666667,1.72201492537313
"IL","Üzleti e-mail","Kritikus",7.13333333333333,15,13,4.46666666666667,1.59701492537313
"IL","Üzleti e-mail","Normál",2.8,182,96,4.46666666666667,0.626865671641791
"IL","Üzleti e-mail","Szakmai guru",4.51666666666667,1,1,4.46666666666667,1.01119402985075
"IL","Üzleti e-mail","Ébredés",4.34166666666667,16,5,4.46666666666667,0.972014925373134
"IL","Üzleti e-mail","Egyéb",4.55,3,3,4.46666666666667,1.01865671641791
"IL","Üzleti vonal bejövõ hívás","Gyerektev. Zárult",0.158333333333333,2,2,4.46666666666667,0.0354477611940298
"IL","Üzleti vonal bejövõ hívás","Normál",2.11666666666667,8,8,4.46666666666667,0.473880597014925
"IL","Üzleti vonal bejövõ hívás","Egyéb",0.4,385,383,4.46666666666667,0.0895522388059702
"IFI","IFI díjazonosítás","szla:109180010000000211800053",0.366666666666667,234,234,4.46666666666667,0.082089552238806
"IFI","IFI díjazonosítás","szla:1170711020003263",0.7,112,112,4.46666666666667,0.156716417910448
"IFI","IFI díjazonosítás","szla:1174200120056814",0.0166666666666667,4786,4786,4.46666666666667,0.0037313432835821
"IFI","IFI díjazonosítás","szla:120010080012158700100007",0.366666666666667,4925,4925,4.46666666666667,0.082089552238806
"IFI","IFI díjazonosítás","szla:120010080012159000100001",0.416666666666667,1848,1848,4.46666666666667,0.0932835820895523
"IFI","IFI díjazonosítás","szla:120010080014820400100000",0.366666666666667,605,605,4.46666666666667,0.082089552238806
"IFI","IFI díjazonosítás","szla:120010080016508000100009",0.9,18,18,4.46666666666667,0.201492537313433
"IFI","IFI díjazonosítás","szla:120010080016509600100000",0.316666666666667,19,19,4.46666666666667,0.0708955223880598
"IFI","IFI díjazonosítás","szla:120010080019012700100005",0.466666666666667,891,891,4.46666666666667,0.104477611940299
"IFI","IFI díjazonosítás","szla:120010080020583500100006",0.283333333333333,546,546,4.46666666666667,0.0634328358208954
"IFI","IFI díjazonosítás","szla:120010080031242100100004",0.283333333333333,93224,93224,4.46666666666667,0.0634328358208954
"IFI","IFI díjazonosítás","szla:120010080031243200100000",0.3,251,251,4.46666666666667,0.0671641791044776
"IFI","IFI díjazonosítás","szla:120010080031244300100006",0.25,5222,5222,4.46666666666667,0.0559701492537313
